utc_timestamp,cet_cest_timestamp,DE_load_actual_entsoe_transparency,DE_load_forecast_entsoe_transparency,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,,,37248,,,27913,,,667,,,27246,,
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,41151,39723,37248,,,27913,8852,0.3171,667,517,0.7744,27246,8336,0.3059
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,40135,38813,37248,,,27913,9054,0.3244,667,514,0.771,27246,8540,0.3134
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,39106,38490,37248,,,27913,9070,0.3249,667,518,0.7761,27246,8552,0.3139
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,38765,38644,37248,,,27913,9163,0.3283,667,520,0.7793,27246,8643,0.3172
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,38941,38773,37248,,,27913,9231,0.3307,667,520,0.779,27246,8712,0.3197
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,39045,37247,37248,,,27913,9689,0.3471,667,521,0.7815,27246,9167,0.3365
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,40206,40371,37248,,,27913,10331,0.3701,667,520,0.7801,27246,9811,0.3601
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,41133,42522,37248,71,0.0019,27913,10208,0.3657,667,525,0.7874,27246,9683,0.3554
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,42963,45020,37248,773,0.0207,27913,10029,0.3593,667,527,0.7907,27246,9502,0.3487
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,45088,47101,37248,2117,0.0568,27913,10550,0.378,667,525,0.7872,27246,10025,0.3679
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,47013,49603,37248,3364,0.0903,27913,11390,0.408,667,528,0.7908,27246,10862,0.3987
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,48159,49910,37248,4198,0.1127,27913,12103,0.4336,667,528,0.7912,27246,11575,0.4248
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,47164,47528,37248,3500,0.094,27913,12505,0.448,667,528,0.7912,27246,11977,0.4396
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,46752,47097,37248,2279,0.0612,27913,11921,0.4271,667,525,0.7864,27246,11396,0.4183
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,47403,47383,37248,746,0.02,27913,11851,0.4246,667,524,0.7858,27246,11327,0.4157
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,49440,48936,37248,50,0.0013,27913,13582,0.4866,667,524,0.786,27246,13058,0.4793
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,53410,52288,37248,0,0,27913,15436,0.553,667,524,0.7863,27246,14911,0.5473
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,53672,53367,37248,0,0,27913,16868,0.6043,667,524,0.7857,27246,16344,0.5999
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,53012,52599,37248,0,0,27913,18008,0.6451,667,524,0.7851,27246,17485,0.6417
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,50313,50020,37248,0,0,27913,19181,0.6872,667,522,0.783,27246,18659,0.6848
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,48730,48096,37248,0,0,27913,20353,0.7292,667,521,0.7814,27246,19831,0.7279
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,48624,47803,37248,0,0,27913,21235,0.7608,667,519,0.7787,27246,20716,0.7604
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,45668,44876,37248,0,0,27913,22083,0.7912,667,494,0.7407,27246,21589,0.7924
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,42424,40078,37250,0,0,27926,22472,0.8047,667,305,0.4572,27259,22167,0.8132
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,40577,38711,37250,0,0,27926,23434,0.8391,667,276,0.414,27259,23158,0.8495
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,39707,37820,37250,0,0,27926,24248,0.8683,667,282,0.4228,27259,23966,0.8792
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,39504,37828,37250,0,0,27926,25034,0.8964,667,325,0.4869,27259,24709,0.9064
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,40391,38925,37250,0,0,27926,25721,0.921,667,335,0.502,27259,25386,0.9313
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,42382,40503,37250,0,0,27926,26172,0.9372,667,388,0.5819,27259,25784,0.9459
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,45679,43400,37250,0,0,27926,26355,0.9438,667,498,0.7471,27259,25857,0.9486
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,50418,49040,37250,0,0,27926,26193,0.9379,667,498,0.747,27259,25694,0.9426
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,54131,51540,37250,38,0.001,27926,26590,0.9522,667,480,0.7196,27259,26110,0.9578
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,56505,53133,37250,252,0.0068,27926,25934,0.9287,667,367,0.5509,27259,25567,0.9379
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,58447,54446,37250,667,0.0179,27926,25641,0.9182,667,406,0.6087,27259,25235,0.9258
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,59453,55685,37250,1262,0.0339,27926,25810,0.9242,667,420,0.6293,27259,25391,0.9315
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,59201,55627,37250,1726,0.0463,27926,25642,0.9182,667,414,0.6212,27259,25228,0.9255
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,58564,53698,37250,1899,0.051,27926,25795,0.9237,667,431,0.6464,27259,25363,0.9304
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,57721,53315,37250,1352,0.0363,27926,25297,0.9059,667,486,0.728,27259,24812,0.9102
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,57276,53275,37250,516,0.0138,27926,24982,0.8946,667,489,0.7334,27259,24493,0.8986
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,58813,54491,37250,45,0.0012,27926,24719,0.8852,667,494,0.7399,27259,24226,0.8887
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,61605,57233,37250,0,0,27926,24301,0.8702,667,492,0.7374,27259,23810,0.8734
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,61645,57268,37250,0,0,27926,25010,0.8956,667,475,0.7124,27259,24535,0.9001
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,59283,55584,37250,0,0,27926,24783,0.8875,667,502,0.7524,27259,24281,0.8908
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,55622,51784,37250,0,0,27926,24279,0.8694,667,512,0.7669,27259,23767,0.8719
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,53186,47798,37250,0,0,27926,24366,0.8725,667,477,0.7144,27259,23890,0.8764
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,50691,45972,37250,0,0,27926,24546,0.8789,667,502,0.7533,27259,24043,0.882
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,45323,44474,37250,0,0,27926,24626,0.8818,667,475,0.7129,27259,24150,0.8859
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,40464,42341,37250,0,0,27926,24076,0.8622,667,509,0.7635,27259,23567,0.8646
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,38338,40963,37250,0,0,27926,23277,0.8335,667,509,0.7635,27259,22768,0.8352
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,36897,39777,37250,0,0,27926,22117,0.792,667,513,0.7687,27259,21604,0.7926
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,36104,39825,37250,0,0,27926,20918,0.7491,667,512,0.7679,27259,20406,0.7486
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,36453,40221,37250,0,0,27926,20291,0.7266,667,513,0.7697,27259,19778,0.7255
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,36839,40013,37250,0,0,27926,20508,0.7344,667,513,0.7694,27259,19995,0.7335
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,38073,40213,37250,0,0,27926,21327,0.7637,667,513,0.7695,27259,20813,0.7636
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,40819,42881,37250,0,0,27926,21946,0.7858,667,513,0.7692,27259,21433,0.7863
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,44119,46556,37250,74,0.002,27926,22980,0.8229,667,512,0.7678,27259,22468,0.8242
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,47421,49658,37250,608,0.0163,27926,23419,0.8386,667,492,0.738,27259,22927,0.8411
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,49756,51738,37250,1279,0.0343,27926,23097,0.8271,667,474,0.7103,27259,22623,0.8299
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,51917,52963,37250,1700,0.0456,27926,23230,0.8318,667,502,0.7527,27259,22728,0.8338
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,52205,52563,37250,1618,0.0434,27926,22829,0.8175,667,480,0.7191,27259,22349,0.8199
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,52147,51454,37250,1155,0.031,27926,21174,0.7582,667,516,0.7732,27259,20658,0.7578
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,50677,50239,37250,587,0.0157,27926,19464,0.697,667,513,0.7694,27259,18951,0.6952
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,50478,49500,37250,195,0.0052,27926,17468,0.6255,667,489,0.7327,27259,16979,0.6228
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,52820,50742,37250,21,0.0006,27926,16038,0.5743,667,475,0.7124,27259,15563,0.5709
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,55854,52569,37250,0,0,27926,15378,0.5506,667,488,0.7315,27259,14890,0.5462
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,56259,52953,37250,0,0,27926,14449,0.5174,667,513,0.7694,27259,13936,0.5112
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,55017,51891,37250,0,0,27926,12946,0.4636,667,514,0.7707,27259,12432,0.4561
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,50801,49039,37250,0,0,27926,13871,0.4967,667,514,0.7702,27259,13357,0.49
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,48359,47277,37250,0,0,27926,15216,0.5448,667,514,0.7709,27259,14702,0.5393
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,47968,46911,37250,0,0,27926,15811,0.5662,667,515,0.7715,27259,15296,0.5612
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,45427,44335,37250,0,0,27926,17337,0.6208,667,514,0.7709,27259,16823,0.6172
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,42806,41144,37250,0,0,27926,17864,0.6397,667,514,0.771,27259,17350,0.6365
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,38517,38945,37250,0,0,27926,18736,0.6709,667,514,0.7703,27259,18222,0.6685
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,37082,37773,37250,0,0,27926,18898,0.6767,667,512,0.7669,27259,18386,0.6745
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,36575,37971,37250,0,0,27926,18966,0.6792,667,504,0.7553,27259,18462,0.6773
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,36793,37963,37250,0,0,27926,19098,0.6839,667,505,0.7568,27259,18593,0.6821
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,36336,37356,37250,0,0,27926,18750,0.6714,667,504,0.7554,27259,18246,0.6694
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,35592,35588,37250,0,0,27926,18627,0.667,667,499,0.7477,27259,18128,0.665
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,38255,36483,37250,0,0,27926,17995,0.6444,667,495,0.7428,27259,17499,0.642
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,41037,39515,37250,58,0.0016,27926,17961,0.6432,667,499,0.7483,27259,17462,0.6406
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,43899,43306,37250,974,0.0262,27926,17248,0.6176,667,492,0.7371,27259,16757,0.6147
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,46915,45523,37250,2771,0.0744,27926,16822,0.6024,667,498,0.7464,27259,16324,0.5988
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,50252,47889,37250,4151,0.1114,27926,16905,0.6054,667,501,0.7512,27259,16404,0.6018
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,50784,48273,37250,4579,0.1229,27926,16848,0.6033,667,485,0.7278,27259,16363,0.6002
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,48824,46651,37250,3992,0.1072,27926,16658,0.5965,667,471,0.7063,27259,16187,0.5938
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,47517,45203,37250,2421,0.065,27926,16118,0.5772,667,489,0.7333,27259,15629,0.5734
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,47398,44878,37250,952,0.0256,27926,15084,0.5401,667,482,0.7221,27259,14602,0.5357
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,49465,46081,37250,84,0.0023,27926,14160,0.5071,667,459,0.6879,27259,13702,0.5026
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,53400,49826,37250,0,0,27926,13715,0.4911,667,464,0.6956,27259,13251,0.4861
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,54108,51443,37250,0,0,27926,13750,0.4924,667,470,0.7039,27259,13280,0.4872
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,52621,50506,37250,0,0,27926,14251,0.5103,667,429,0.6429,27259,13822,0.507
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,50243,47804,37250,0,0,27926,14132,0.5061,667,422,0.6326,27259,13710,0.503
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,48877,46746,37250,0,0,27926,13069,0.468,667,406,0.6086,27259,12664,0.4646
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,48808,46885,37250,0,0,27926,12458,0.4461,667,465,0.6976,27259,11992,0.4399
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,46024,44660,37250,0,0,27926,12453,0.446,667,461,0.6905,27259,11993,0.44
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,42658,43176,37252,0,0,27939,12321,0.441,670,474,0.7069,27268,11847,0.4345
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,40699,41598,37252,0,0,27939,12279,0.4395,670,465,0.6934,27268,11815,0.4333
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,39447,40422,37252,0,0,27939,12660,0.4532,670,462,0.6888,27268,12199,0.4474
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,39513,40404,37252,0,0,27939,12763,0.4568,670,450,0.6722,27268,12313,0.4515
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,40440,41348,37252,0,0,27939,13547,0.4849,670,453,0.6765,27268,13093,0.4802
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,43931,43645,37252,0,0,27939,14853,0.5316,670,459,0.6844,27268,14395,0.5279
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,50074,49070,37252,0,0,27939,15410,0.5516,670,431,0.6426,27268,14979,0.5493
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,56244,53972,37252,0,0,27939,15314,0.5481,670,396,0.5918,27268,14917,0.547
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,59860,56336,37252,93,0.0025,27939,15190,0.5437,670,335,0.5005,27268,14854,0.5448
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,61179,57556,37252,1057,0.0284,27939,14611,0.523,670,323,0.4821,27268,14288,0.524
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,62104,58952,37252,2986,0.0802,27939,13642,0.4883,670,332,0.4955,27268,13310,0.4881
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,63018,60159,37252,4770,0.128,27939,12310,0.4406,670,357,0.5323,27268,11953,0.4384
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,62952,60634,37252,5870,0.1576,27939,11118,0.398,670,411,0.6139,27268,10707,0.3926
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,62108,59365,37252,5666,0.1521,27939,9794,0.3506,670,387,0.5773,27268,9407,0.345
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,61182,57531,37252,4095,0.11,27939,7868,0.2816,670,319,0.4768,27268,7548,0.2768
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,60450,58483,37252,1788,0.048,27939,6205,0.2221,670,274,0.4083,27268,5931,0.2175
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,61342,58322,37252,197,0.0053,27939,5077,0.1817,670,196,0.2922,27268,4881,0.179
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,65130,59898,37252,0,0,27939,4507,0.1613,670,155,0.2308,27268,4353,0.1596
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,64886,60886,37252,0,0,27939,4236,0.1516,670,157,0.2343,27268,4079,0.1496
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,63242,60314,37252,0,0,27939,3924,0.1404,670,217,0.3238,27268,3707,0.1359
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,59162,56842,37252,0,0,27939,3186,0.114,670,172,0.2563,27268,3014,0.1105
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,56346,54007,37252,0,0,27939,2637,0.0943,670,157,0.2344,27268,2480,0.091
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,54730,52061,37252,0,0,27939,2108,0.0754,670,174,0.2591,27268,1934,0.0709
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,50564,47867,37252,0,0,27939,1810,0.0648,670,192,0.286,27268,1618,0.0593
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,47317,45216,37253,0,0,27950,1491,0.0534,675,180,0.2662,27275,1311,0.0481
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,45011,43978,37253,0,0,27950,1171,0.0419,675,160,0.2372,27275,1011,0.0371
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,44015,42823,37253,0,0,27950,907,0.0324,675,144,0.2136,27275,763,0.028
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,44049,42725,37253,0,0,27950,840,0.03,675,136,0.2022,27275,703,0.0258
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,44730,43611,37253,0,0,27950,916,0.0328,675,152,0.2247,27275,764,0.028
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,46416,45898,37253,0,0,27950,1102,0.0394,675,174,0.2582,27275,928,0.034
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,50597,50679,37253,0,0,27950,1433,0.0513,675,199,0.2952,27275,1234,0.0452
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,55697,55554,37253,0,0,27950,1793,0.0642,675,233,0.345,27275,1560,0.0572
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,57954,58355,37253,183,0.0049,27950,2181,0.0781,675,236,0.349,27275,1946,0.0714
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,59295,59792,37253,2055,0.0552,27950,2622,0.0938,675,231,0.3428,27275,2391,0.0876
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,60723,61041,37253,4694,0.126,27950,3065,0.1097,675,261,0.386,27275,2804,0.1028
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,61744,62314,37253,6658,0.1788,27950,3437,0.123,675,287,0.4258,27275,3150,0.1155
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,61628,62186,37253,7272,0.1952,27950,3409,0.122,675,291,0.431,27275,3118,0.1143
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,60697,61095,37253,6351,0.1705,27950,3773,0.135,675,282,0.4173,27275,3491,0.128
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,59259,58462,37253,3958,0.1063,27950,4349,0.1556,675,290,0.4296,27275,4059,0.1488
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,58836,59445,37253,1554,0.0417,27950,5189,0.1857,675,323,0.479,27275,4866,0.1784
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,60089,59202,37253,163,0.0044,27950,6674,0.2388,675,372,0.5516,27275,6301,0.231
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,63969,60849,37253,0,0,27950,8121,0.2905,675,403,0.5969,27275,7718,0.283
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,64219,61763,37253,0,0,27950,9376,0.3355,675,393,0.5826,27275,8983,0.3293
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,63346,61420,37253,0,0,27950,9575,0.3426,675,388,0.5742,27275,9187,0.3368
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,59695,58256,37253,0,0,27950,9714,0.3476,675,424,0.6276,27275,9291,0.3406
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,57114,55364,37253,0,0,27950,9263,0.3314,675,403,0.5971,27275,8860,0.3249
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,54886,53446,37253,0,0,27950,9666,0.3458,675,450,0.6672,27275,9215,0.3379
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,50639,49225,37253,0,0,27950,9524,0.3408,675,475,0.7032,27275,9050,0.3318
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,47308,45968,37256,0,0,27957,9127,0.3264,675,483,0.7157,27281,8644,0.3168
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,45125,43796,37256,0,0,27957,8514,0.3046,675,462,0.6841,27281,8052,0.2952
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,44217,42782,37256,0,0,27957,8188,0.2929,675,391,0.5796,27281,7797,0.2858
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,44368,42937,37256,0,0,27957,8711,0.3116,675,389,0.5763,27281,8322,0.305
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,45298,44665,37256,0,0,27957,8753,0.3131,675,389,0.5759,27281,8365,0.3066
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,48598,47122,37256,0,0,27957,8452,0.3023,675,328,0.4861,27281,8124,0.2978
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,56626,52973,37256,0,0,27957,8458,0.3026,675,274,0.4056,27281,8184,0.3
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,63293,58620,37256,0,0,27957,8066,0.2885,675,254,0.3756,27281,7812,0.2864
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,65964,60736,37256,50,0.0014,27957,7725,0.2763,675,286,0.423,27281,7439,0.2727
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,66400,61359,37256,609,0.0163,27957,7299,0.2611,675,350,0.5184,27281,6949,0.2547
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,67746,62354,37256,1812,0.0486,27957,7114,0.2545,675,395,0.5852,27281,6719,0.2463
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,68507,63591,37256,3060,0.0822,27957,7229,0.2586,675,477,0.7072,27281,6751,0.2475
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,68100,63254,37256,3777,0.1014,27957,7460,0.2668,675,503,0.7457,27281,6956,0.255
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,67248,62405,37256,3715,0.0997,27957,7775,0.2781,675,488,0.7225,27281,7288,0.2672
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,66044,61972,37256,2800,0.0752,27957,7330,0.2622,675,495,0.7339,27281,6834,0.2505
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,65496,61780,37256,1157,0.031,27957,7095,0.2538,675,509,0.7534,27281,6587,0.2414
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,66191,62059,37256,134,0.0036,27957,7546,0.27,675,517,0.7666,27281,7029,0.2576
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,69647,64334,37256,0,0,27957,8698,0.3111,675,524,0.7769,27281,8173,0.2996
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,69425,64333,37256,0,0,27957,10209,0.3652,675,515,0.7623,27281,9694,0.3554
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,67467,62484,37256,0,0,27957,11382,0.4071,675,525,0.7779,27281,10857,0.398
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,63605,58405,37256,0,0,27957,12803,0.4579,675,535,0.7923,27281,12268,0.4497
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,60469,55378,37256,0,0,27957,14009,0.5011,675,535,0.7929,27281,13474,0.4939
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,58348,53229,37256,0,0,27957,14561,0.5208,675,535,0.7925,27281,14026,0.5142
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,54070,49272,37256,0,0,27957,14790,0.529,675,535,0.7931,27281,14255,0.5226
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,50460,47000,37258,0,0,27966,15037,0.5377,675,535,0.7926,27291,14502,0.5314
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,48041,44924,37258,0,0,27966,15807,0.5652,675,534,0.7912,27291,15273,0.5596
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,47074,43816,37258,0,0,27966,16449,0.5882,675,533,0.7902,27291,15915,0.5832
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,47228,43962,37258,0,0,27966,16695,0.597,675,531,0.7868,27291,16164,0.5922
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,48253,44861,37258,0,0,27966,16787,0.6002,675,529,0.7834,27291,16258,0.5958
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,51155,47171,37258,0,0,27966,16751,0.599,675,532,0.7884,27291,16218,0.5943
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,58605,51903,37258,0,0,27966,17496,0.6256,675,533,0.7903,27291,16962,0.6215
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,65447,58272,37258,0,0,27966,18076,0.6464,675,534,0.7906,27291,17542,0.6428
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,68569,60746,37258,57,0.0015,27966,18039,0.645,675,536,0.7941,27291,17503,0.6413
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,68599,61456,37258,446,0.012,27966,18177,0.65,675,527,0.7811,27291,17649,0.6467
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,69484,62296,37258,1083,0.029,27966,18094,0.647,675,529,0.7833,27291,17566,0.6437
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,70635,63733,37258,1738,0.0467,27966,17924,0.6409,675,524,0.7769,27291,17400,0.6376
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,69962,63358,37258,2062,0.0554,27966,17249,0.6168,675,474,0.7026,27291,16774,0.6147
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,69062,61195,37258,1702,0.0457,27966,16601,0.5936,675,451,0.6682,27291,16150,0.5918
